Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
3116,1721967885.890956,2024-07-26 00:24:45.890958,2024-07-26 04:24:45.890971+00:00,129,21.598834916,5.9725443757357155,71.67053250882859,1,0.0,0.0,LEV,14,4,"then the priest shall command them to take for him who is to be cleansed two living clean birds, cedar wood, scarlet, and hyssop.",3116,1,100.0,0.0,v2,,,,,,,,1324,75.24789522918616,68.82249253143547,69.07412969290068,68.71564465973972,5.404198797530164,4.4046811749042964,3.9924186949626645,10.808397595060324,9.373545762375056,8.363297815150815,2024.0,7.0,2024-07-26,0.0,24.0,3.0,2.0,1.0,1,2024-07-26 00:25:07.489792916,2024.0,7.0,2024-07-26,0.0,25.0,2.0,3.0,1.0,62.953,983,116
3117,1721967907.519937,2024-07-26 00:25:07.519942,2024-07-26 04:25:07.519961+00:00,95,18.837559083,5.043116232916449,60.51739479499739,0,18.94736842105263,17.894736842105264,LEV,14,5,The priest shall command them to kill one of the birds in an earthen vessel over running water.,3117,1,83.33333333333334,37.89473684210527,v2,,,,,,,,3565,33.32086061739944,68.65891181158834,68.9265679060241,68.71500130146123,6.430960617333911,4.583628543325349,4.007414881080132,13.072447550457293,9.75249313079611,8.395395450543647,2024.0,7.0,2024-07-26,0.0,25.0,3.0,2.0,1.0,1,2024-07-26 00:25:26.357501083,2024.0,7.0,2024-07-26,0.0,25.0,2.0,3.0,1.0,62.952,983,117
3118,1721967926.382874,2024-07-26 00:25:26.382877,2024-07-26 04:25:26.382893+00:00,190,27.813916916,6.831112661111826,81.97335193334192,0,0.5263157894736842,0.5263157894736842,LEV,14,6,"As for the living bird, he shall take it, the cedar wood, the scarlet, and the hyssop, and shall dip them and the living bird in the blood of the bird that was killed over the running water.",3118,1,97.36842105263158,1.0526315789473684,v2,,,,,,,,194,96.3891487371375,69.50587843978737,68.99896381559232,68.73372035990162,6.3267294511832395,4.560320272648658,4.0060720379911015,12.863985218155952,9.705876589442727,8.392709764365584,2024.0,7.0,2024-07-26,0.0,25.0,3.0,2.0,1.0,1,2024-07-26 00:25:54.196793916,2024.0,7.0,2024-07-26,0.0,25.0,2.0,3.0,1.0,62.958,983,118
3119,1721967954.222486,2024-07-26 00:25:54.222491,2024-07-26 04:25:54.222509+00:00,161,27.208729416,5.917218607985586,71.00662329582704,0,3.1055900621118013,2.484472049689441,LEV,14,7,"He shall sprinkle on him who is to be cleansed from the leprosy seven times, and shall pronounce him clean, and shall let the living bird go into the open field.",3119,1,93.5483870967742,6.211180124223603,v2,,,,,,,,1459,72.7221702525725,69.38146027519984,69.08759700616993,68.73883009314147,6.2894623704378985,4.508241916222475,4.008084811927583,12.91367465914974,9.614142236838807,8.397977548263393,2024.0,7.0,2024-07-26,0.0,25.0,3.0,2.0,1.0,1,2024-07-26 00:26:21.431220416,2024.0,7.0,2024-07-26,0.0,26.0,2.0,3.0,1.0,62.961,983,119
3120,1721967981.455821,2024-07-26 00:26:21.455826,2024-07-26 04:26:21.455845+00:00,213,43.754459791,4.868075186333638,58.41690223600365,0,10.328638497652582,9.859154929577464,LEV,14,8,"""He who is to be cleansed shall wash his clothes, and shave off all his hair, and bathe himself in water; and he shall be clean. After that he shall come into the camp, but shall dwell outside his tent seven days.",3120,1,88.09523809523809,20.657276995305164,v2,,,,,,,,3902,27.015902712815716,66.8826854692433,69.0632026477727,68.73379715500361,7.153426643883449,4.5384573971421815,4.016807603220797,14.735499919655865,9.683962870039723,8.41636209798597,2024.0,7.0,2024-07-26,0.0,26.0,3.0,2.0,1.0,1,2024-07-26 00:27:05.210285791,2024.0,7.0,2024-07-26,0.0,27.0,2.0,3.0,1.0,62.959,983,120
3121,1721968025.5812511,2024-07-26 00:27:05.581254,2024-07-26 04:27:05.581274+00:00,231,40.307500708,5.730943272157592,68.77131926589111,0,3.896103896103896,3.896103896103896,LEV,14,9,"It shall be on the seventh day, that he shall shave all his hair off his head and his beard and his eyebrows. He shall shave off all his hair. He shall wash his clothes, and he shall bathe his body in water. Then he shall be clean.",3121,1,91.66666666666666,7.792207792207792,v2,,,,,,,,1922,64.0598690364827,66.84474433729847,69.13441847129086,68.7664408925247,7.1912782395239905,4.526136384821169,4.020703707116901,14.811203110936948,9.608038794115647,8.424154305778178,2024.0,7.0,2024-07-26,0.0,27.0,3.0,2.0,1.0,1,2024-07-26 00:27:45.888754708,2024.0,7.0,2024-07-26,0.0,27.0,2.0,3.0,1.0,62.961,983,121
3122,1721968065.91225,2024-07-26 00:27:45.912254,2024-07-26 04:27:45.912273+00:00,199,47.579899958,4.182438386286277,50.189260635435325,0,12.06030150753769,10.552763819095478,LEV,14,10,"""On the eighth day he shall take two male lambs without defect, one ewe lamb a year old without defect, three tenths of an ephah of fine flour for a meal offering, mixed with oil, and one log of oil.",3122,1,87.5,24.120603015075375,v2,,,,,,,,4743,11.28157156220767,64.97454404654141,69.03820399527557,68.73883797877025,7.853296194467246,4.5128521418240055,4.030589804269329,16.4367465585119,9.611621061890164,8.446941575459919,2024.0,7.0,2024-07-26,0.0,27.0,3.0,2.0,1.0,1,2024-07-26 00:28:33.492153958,2024.0,7.0,2024-07-26,0.0,28.0,2.0,3.0,1.0,62.957,983,122
3123,1721968113.523284,2024-07-26 00:28:33.523288,2024-07-26 04:28:33.523307+00:00,139,31.921576375,4.354421547579353,52.253058570952234,0,22.302158273381295,22.302158273381295,LEV,14,11,"The priest who cleanses him shall set the man who is to be cleansed, and those things, before the LORD, at the door of the Tent of Meeting.",3123,1,85.71428571428571,44.60431654676259,v2,,,,,,,,4604,13.882132834424695,65.20555337856288,68.71180167120197,68.72801513322445,7.583512021805376,4.735873724557818,4.050209970205546,15.897178213188159,10.057664227357789,8.486181907332353,2024.0,7.0,2024-07-26,0.0,28.0,3.0,2.0,1.0,1,2024-07-26 00:29:05.444864375,2024.0,7.0,2024-07-26,0.0,29.0,2.0,3.0,1.0,62.954,983,123
3124,1722045001.559722,2024-07-26 21:50:01.559756,2024-07-27 01:50:01.559845+00:00,156,28.420629875,5.488970536055017,65.86764643266021,0,6.410256410256411,6.410256410256411,LEV,14,12,"""The priest shall take one of the male lambs, and offer him for a trespass offering, with the log of oil, and wave them for a wave offering before the LORD.",3124,1,96.7741935483871,12.82051282051282,v2,,,,,,,,2510,53.058933582787645,64.35976933957349,68.71804590650918,68.72309364646283,8.022517460810814,4.735873724557818,4.056620226615802,16.775189091199035,10.057664227357789,8.499002420152864,2024.0,7.0,2024-07-26,21.0,50.0,6.0,4.0,2.0,1,2024-07-26 21:50:29.980385875,2024.0,7.0,2024-07-26,21.0,50.0,4.0,6.0,2.0,62.955,984,1
3125,1722045030.021608,2024-07-26 21:50:30.021610,2024-07-27 01:50:30.021623+00:00,215,36.939292708,5.820360495246762,69.84432594296115,0,3.255813953488372,3.255813953488372,LEV,14,13,"He shall kill the male lamb in the place where they kill the sin offering and the burnt offering, in the place of the sanctuary; for as the sin offering is the priest's, so is the trespass offering. It is most holy.",3125,1,92.85714285714286,6.511627906976744,v2,,,,,,,,1684,68.51262862488306,65.05104156168986,68.73772326592525,68.7181986099258,7.7181775963171315,4.7111070233283705,4.059876040569291,16.16650936221167,10.008130824898894,8.505514048059842,2024.0,7.0,2024-07-26,21.0,50.0,6.0,4.0,2.0,1,2024-07-26 21:51:06.960902708,2024.0,7.0,2024-07-26,21.0,51.0,4.0,6.0,2.0,62.957,984,2
3126,1722045066.992726,2024-07-26 21:51:06.992730,2024-07-27 01:51:06.992748+00:00,225,39.432137625,5.70600564797557,68.47206777570685,0,4.888888888888889,4.444444444444445,LEV,14,14,"The priest shall take some of the blood of the trespass offering, and the priest shall put it on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the big toe of his right foot.",3126,1,89.79591836734694,9.77777777777778,v2,,,,,,,,1985,62.88119738072966,64.73119508837769,68.75032457831061,68.7139180071515,8.162622040761576,4.674470386691734,4.064320485013735,17.14428713998945,9.94374644051451,8.51529182583762,2024.0,7.0,2024-07-26,21.0,51.0,6.0,4.0,2.0,1,2024-07-26 21:51:46.424867625,2024.0,7.0,2024-07-26,21.0,51.0,4.0,6.0,2.0,62.959,984,3
3127,1722045106.456864,2024-07-26 21:51:46.456868,2024-07-27 01:51:46.456902+00:00,93,14.387378542,6.463998964683666,77.56798757620399,0,2.150537634408602,2.150537634408602,LEV,14,15,"The priest shall take some of the log of oil, and pour it into the palm of his own left hand.",3127,1,95.23809523809524,4.301075268817205,v2,,,,,,,,486,90.92609915809167,66.43625436649833,68.84492746617421,68.7270353769868,6.5882021199919105,4.660004540014238,4.060410416587538,13.784920982660642,9.900426257950883,8.507471688985227,2024.0,7.0,2024-07-26,21.0,51.0,6.0,4.0,2.0,1,2024-07-26 21:52:00.844246542,2024.0,7.0,2024-07-26,21.0,52.0,4.0,6.0,2.0,62.963,984,4
3128,1722045120.871156,2024-07-26 21:52:00.871161,2024-07-27 01:52:00.871181+00:00,154,24.166552125,6.372443996290596,76.46932795548716,0,2.5974025974025974,2.5974025974025974,LEV,14,16,"The priest shall dip his right finger in the oil that is in his left hand, and shall sprinkle some of the oil with his finger seven times before the LORD.",3128,1,90.32258064516128,5.194805194805195,v2,,,,,,,,615,88.51262862488308,65.88585196871287,68.95825537609392,68.7334474498053,6.795310800784802,4.624250170926535,4.060066642714353,14.199138344246427,9.828917519775478,8.506784141239029,2024.0,7.0,2024-07-26,21.0,52.0,6.0,4.0,2.0,1,2024-07-26 21:52:25.037713125,2024.0,7.0,2024-07-26,21.0,52.0,4.0,6.0,2.0,62.968,984,5
3129,1722045145.0533178,2024-07-26 21:52:25.053324,2024-07-27 01:52:25.053350+00:00,241,43.611926084,5.526011383579232,66.31213660295079,0,7.8838174273858925,7.8838174273858925,LEV,14,17,"The priest shall put some of the rest of the oil that is in his hand on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the big toe of his right foot, upon the blood of the trespass offering.",3129,1,88.88888888888889,15.767634854771783,v2,,,,,,,,2419,54.76145930776427,65.41640329942524,68.80221499422659,68.7289320391574,7.335245338554446,4.703088345200394,4.064920157111436,15.154783817301245,9.986593868323197,8.516491170033197,2024.0,7.0,2024-07-26,21.0,52.0,6.0,4.0,2.0,1,2024-07-26 21:53:08.665250084,2024.0,7.0,2024-07-26,21.0,53.0,4.0,6.0,2.0,62.969,984,6
3130,1722045188.6959648,2024-07-26 21:53:08.695970,2024-07-27 01:53:08.696035+00:00,164,23.227650125,7.060550641904419,84.72660770285302,0,0.6097560975609756,0.6097560975609756,LEV,14,18,"The rest of the oil that is in the priest's hand he shall put on the head of him who is to be cleansed, and the priest shall make atonement for him before the LORD.",3130,1,97.14285714285714,1.2195121951219512,v2,,,,,,,,102,98.11038353601496,68.04737384611018,68.9969780932402,68.74396490304191,6.410305455352798,4.653215756922272,4.063991451670534,13.211007337282926,9.86446063206546,8.514633759151396,2024.0,7.0,2024-07-26,21.0,53.0,6.0,4.0,2.0,1,2024-07-26 21:53:31.923620125,2024.0,7.0,2024-07-26,21.0,53.0,4.0,6.0,2.0,62.976,984,7
3131,1722045212.302055,2024-07-26 21:53:32.302058,2024-07-27 01:53:32.302070+00:00,162,28.390475875,5.706138942977475,68.4736673157297,0,4.320987654320987,4.320987654320987,LEV,14,19,"""The priest shall offer the sin offering, and make atonement for him who is to be cleansed because of his uncleanness. Afterward he shall kill the burnt offering;",3131,1,92.85714285714286,8.641975308641975,v2,,,,,,,,1984,62.8999064546305,68.01760865109404,68.86775181908536,68.73989536152907,6.452793831174508,4.678077009612271,4.067341565538856,13.29598408892634,9.914183137445457,8.521333986887221,2024.0,7.0,2024-07-26,21.0,53.0,6.0,4.0,2.0,1,2024-07-26 21:54:00.692533875,2024.0,7.0,2024-07-26,21.0,54.0,4.0,6.0,2.0,62.977,984,8
3132,1722045240.724394,2024-07-26 21:54:00.724399,2024-07-27 01:54:00.724417+00:00,146,18.949531292,7.704676055055642,92.4561126606677,0,1.36986301369863,1.36986301369863,LEV,14,20,"then the priest shall offer the burnt offering and the meal offering on the altar. The priest shall make atonement for him, and he shall be clean.",3132,1,96.29629629629628,2.73972602739726,v2,,,,,,,,10,99.83161833489243,72.24429385361728,69.13097248339815,68.76652963191223,5.534503750634823,4.61878293901933,4.068711428552555,11.15789639015853,9.780996456113591,8.524073712914618,2024.0,7.0,2024-07-26,21.0,54.0,6.0,4.0,2.0,1,2024-07-26 21:54:19.673930292,2024.0,7.0,2024-07-26,21.0,54.0,4.0,6.0,2.0,62.987,984,9
3133,1722045259.7033658,2024-07-26 21:54:19.703371,2024-07-27 01:54:19.703392+00:00,232,46.37102175,5.003124607665131,60.03749529198157,0,7.327586206896552,7.327586206896552,LEV,14,21,"""If he is poor, and can't afford so much, then he shall take one male lamb for a trespass offering to be waved, to make atonement for him, and one tenth of an ephah of fine flour mixed with oil for a meal offering, and a log of oil;",3133,1,87.75510204081633,14.6551724137931,v2,,,,,,,,3646,31.805425631431245,73.0227375257202,69.0565286764302,68.76416798525705,4.037046543986348,4.652286073815569,4.06948163771027,8.16298197686158,9.848002725706069,8.525614131230052,2024.0,7.0,2024-07-26,21.0,54.0,6.0,4.0,2.0,1,2024-07-26 21:55:06.074392750,2024.0,7.0,2024-07-26,21.0,55.0,4.0,6.0,2.0,62.986,984,10
3134,1722045306.10295,2024-07-26 21:55:06.102954,2024-07-27 01:55:06.102973+00:00,141,25.845857084,5.4554197812726715,65.46503737527206,0,6.382978723404255,5.673758865248227,LEV,14,22,"and two turtledoves, or two young pigeons, such as he is able to afford; and the one shall be a sin offering, and the other a burnt offering.",3134,1,92.85714285714286,12.76595744680851,v2,,,,,,,,2586,51.637043966323674,72.98247661998138,69.05242820189518,68.76955203907646,3.9633967894855298,4.640841844286232,4.072745758021302,8.15752643949115,9.839298663810517,8.533560811568426,2024.0,7.0,2024-07-26,21.0,55.0,6.0,4.0,2.0,1,2024-07-26 21:55:31.948811084,2024.0,7.0,2024-07-26,21.0,55.0,4.0,6.0,2.0,62.987,984,11
3135,1722045331.9789922,2024-07-26 21:55:31.978995,2024-07-27 01:55:31.979012+00:00,124,22.962969417,5.399998482260749,64.79998178712898,0,7.258064516129032,6.451612903225806,LEV,14,23,"""On the eighth day he shall bring them for his cleansing to the priest, to the door of the Tent of Meeting, before the LORD.",3135,1,80.0,14.516129032258066,v2,,,,,,,,2732,48.90551917680075,72.47804220439818,69.03115263317575,68.7576158063534,4.282976684459273,4.596924238378732,4.076898520349815,8.957976552019282,9.767592484253578,8.543479239451258,2024.0,7.0,2024-07-26,21.0,55.0,6.0,4.0,2.0,1,2024-07-26 21:55:54.941964417,2024.0,7.0,2024-07-26,21.0,55.0,4.0,6.0,2.0,62.987,984,12
3136,1722045354.970727,2024-07-26 21:55:54.970731,2024-07-27 01:55:54.970748+00:00,144,21.050116125,6.840817368650027,82.08980842380032,0,0.6944444444444444,0.6944444444444444,LEV,14,24,"The priest shall take the lamb of the trespass offering, and the log of oil, and the priest shall wave them for a wave offering before the LORD.",3136,1,96.42857142857144,1.3888888888888888,v2,,,,,,,,188,96.50140318054257,73.83981626920753,69.13196627009091,68.76771589274296,3.9079766844592734,4.496341801102746,4.07759296479426,8.119087663130392,9.566427609701607,8.544868128340147,2024.0,7.0,2024-07-26,21.0,55.0,6.0,4.0,2.0,1,2024-07-26 21:56:16.020847125,2024.0,7.0,2024-07-26,21.0,56.0,4.0,6.0,2.0,62.993,984,13
3137,1722045376.046858,2024-07-26 21:56:16.046863,2024-07-27 01:56:16.046885+00:00,256,43.968437375,5.822358384415976,69.8683006129917,0,3.90625,3.515625,LEV,14,25,"He shall kill the lamb of the trespass offering. The priest shall take some of the blood of the trespass offering and put it on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the big toe of his right foot.",3137,1,90.9090909090909,7.8125,v2,,,,,,,,1675,68.68101028999064,73.06984757288629,69.06274472456258,68.76535397548092,4.044485421018413,4.531498051102746,4.080044760007025,8.470230136248672,9.644552609701607,8.55055296876568,2024.0,7.0,2024-07-26,21.0,56.0,6.0,4.0,2.0,1,2024-07-26 21:57:00.015300375,2024.0,7.0,2024-07-26,21.0,57.0,4.0,6.0,2.0,62.995,984,14
3138,1722045420.038205,2024-07-26 21:57:00.038208,2024-07-27 01:57:00.038222+00:00,73,11.953177417,6.107162761273687,73.28595313528425,0,1.36986301369863,1.36986301369863,LEV,14,26,The priest shall pour some of the oil into the palm of his own left hand;,3138,1,93.75,2.73972602739726,v2,,,,,,,,1054,80.29934518241348,72.751510090866,69.08656635773366,68.76764053892018,3.921731462648016,4.516461049055824,4.0814146230207236,8.224722219507878,9.614478605607765,8.553292694793077,2024.0,7.0,2024-07-26,21.0,57.0,6.0,4.0,2.0,1,2024-07-26 21:57:11.991385417,2024.0,7.0,2024-07-26,21.0,57.0,4.0,6.0,2.0,62.999,984,15
3139,1722045432.022503,2024-07-26 21:57:12.022507,2024-07-27 01:57:12.022532+00:00,121,20.012010416,6.0463690296332295,72.55642835559875,0,4.132231404958677,4.132231404958677,LEV,14,27,and the priest shall sprinkle with his right finger some of the oil that is in his left hand seven times before the LORD.,3139,1,87.5,8.264462809917356,v2,,,,,,,,1179,77.96071094480823,73.37593926613081,69.03625497437784,68.76382424809637,3.546572860405295,4.546547408049232,4.085546854425683,7.474405015022436,9.674651323594578,8.561557157602994,2024.0,7.0,2024-07-26,21.0,57.0,6.0,4.0,2.0,1,2024-07-26 21:57:32.034517416,2024.0,7.0,2024-07-26,21.0,57.0,4.0,6.0,2.0,63.002,984,16
3140,1722045452.064729,2024-07-26 21:57:32.064734,2024-07-27 01:57:32.064762+00:00,245,38.358195833,6.387161718102071,76.64594061722485,0,2.4489795918367347,2.4489795918367347,LEV,14,28,"Then the priest shall put some of the oil that is in his hand on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the big toe of his right foot, on the place of the blood of the trespass offering.",3140,1,96.36363636363636,4.8979591836734695,v2,,,,,,,,595,88.8868101028999,72.567872557568,68.98788507153247,68.76667844063255,3.7304952098328705,4.560455193385588,4.087995834017519,7.842249713877588,9.702466894267292,8.566455116786669,2024.0,7.0,2024-07-26,21.0,57.0,6.0,4.0,2.0,1,2024-07-26 21:58:10.422929833,2024.0,7.0,2024-07-26,21.0,58.0,4.0,6.0,2.0,63.006,984,17
3141,1722045490.785921,2024-07-26 21:58:10.785923,2024-07-27 01:58:10.785937+00:00,146,20.577791458,7.0950276805939625,85.14033216712755,0,1.36986301369863,1.36986301369863,LEV,14,29,"The rest of the oil that is in the priest's hand he shall put on the head of him who is to be cleansed, to make atonement for him before the LORD.",3141,1,96.875,2.73972602739726,v2,,,,,,,,95,98.24134705332087,74.23453904270778,69.06243871734742,68.7789498457986,3.4353827457706343,4.5741538235225745,4.088115697031218,7.252024785753117,9.705172796516573,8.566694842814066,2024.0,7.0,2024-07-26,21.0,58.0,6.0,4.0,2.0,1,2024-07-26 21:58:31.363714458,2024.0,7.0,2024-07-26,21.0,58.0,4.0,6.0,2.0,63.013,984,18
3142,1722045511.3926442,2024-07-26 21:58:31.392647,2024-07-27 01:58:31.392665+00:00,96,16.261065167,5.903672300312847,70.84406760375416,0,1.0416666666666667,1.0416666666666667,LEV,14,30,"He shall offer one of the turtledoves, or of the young pigeons, which ever he is able to afford,",3142,1,94.73684210526316,2.083333333333333,v2,,,,,,,,1494,72.06735266604302,72.07333453701642,68.98508239598571,68.78316727266073,3.402563111067438,4.567427633046384,4.089157363697884,7.186385516346725,9.691720415564193,8.568778176147397,2024.0,7.0,2024-07-26,21.0,58.0,6.0,4.0,2.0,1,2024-07-26 21:58:47.653712167,2024.0,7.0,2024-07-26,21.0,58.0,4.0,6.0,2.0,63.016,984,19
3143,1722045527.6662898,2024-07-26 21:58:47.666293,2024-07-27 01:58:47.666305+00:00,201,30.122789,6.672688906727727,80.07226688073271,0,2.487562189054726,2.487562189054726,LEV,14,31,"of the kind he is able to afford, the one for a sin offering, and the other for a burnt offering, with the meal offering. The priest shall make atonement for him who is to be cleansed before the LORD.""",3143,1,95.0,4.975124378109453,v2,,,,,,,,298,94.44340505144996,74.07681169589154,69.08597896885793,68.78377623421513,2.918560709283256,4.518532763133653,4.091644925886939,6.218380712778361,9.59393067573873,8.573753300525508,2024.0,7.0,2024-07-26,21.0,58.0,6.0,4.0,2.0,1,2024-07-26 21:59:17.789082000,2024.0,7.0,2024-07-26,21.0,59.0,4.0,6.0,2.0,63.021,984,20
3144,1722045557.804854,2024-07-26 21:59:17.804860,2024-07-27 01:59:17.804887+00:00,116,19.05797125,6.08669193999335,73.0403032799202,0,1.7241379310344829,1.7241379310344829,LEV,14,32,"This is the law for him in whom is the plague of leprosy, who is not able to afford the sacrifice for his cleansing.",3144,1,100.0,3.4482758620689653,v2,,,,,,,,1085,79.71936389148738,74.83433828635634,69.1628158663226,68.78669801853505,2.5235986158618813,4.463405721391365,4.0906479753826,5.286612554304406,9.470518697517313,8.571759399516829,2024.0,7.0,2024-07-26,21.0,59.0,6.0,4.0,2.0,1,2024-07-26 21:59:36.862831250,2024.0,7.0,2024-07-26,21.0,59.0,4.0,6.0,2.0,63.024,984,21
3145,1722045576.87852,2024-07-26 21:59:36.878522,2024-07-27 01:59:36.878534+00:00,45,6.108357791,7.366955496009516,88.40346595211419,1,0.0,0.0,LEV,14,33,"The LORD spoke to Moses and to Aaron, saying,",3145,1,100.0,0.0,v2,,,,,,,,31,99.43872778297475,77.19468670285487,69.31879283531688,68.79816305732494,1.8784373255393008,4.396291627431634,4.088425753160378,3.8349996510785993,9.336290509597852,8.567314955072385,2024.0,7.0,2024-07-26,21.0,59.0,6.0,4.0,2.0,1,2024-07-26 21:59:42.986879791,2024.0,7.0,2024-07-26,21.0,59.0,4.0,6.0,2.0,63.032,984,22
3146,1722045583.009176,2024-07-26 21:59:43.009181,2024-07-27 01:59:43.009201+00:00,154,27.515448792,5.596855830488029,67.16226996585635,0,6.4935064935064934,6.4935064935064934,LEV,14,34,"""When you have come into the land of Canaan, which I give to you for a possession, and I put a spreading mildew in a house in the land of your possession,",3146,1,87.5,12.987012987012983,v2,,,,,,,,2247,57.97942001870907,75.70193285706047,69.187305344362,68.79382080144387,2.458343530445506,4.461226692366699,4.093929160643884,4.994812060891008,9.466160639467981,8.578321770039398,2024.0,7.0,2024-07-26,21.0,59.0,6.0,4.0,2.0,1,2024-07-26 22:00:10.524629792,2024.0,7.0,2024-07-26,22.0,0.0,1.0,1.0,1.0,63.034,984,23
3147,1722045610.55547,2024-07-26 22:00:10.555474,2024-07-27 02:00:10.555493+00:00,126,27.206479791,4.631249649639762,55.57499579567714,0,11.904761904761903,11.11111111111111,LEV,14,35,"then he who owns the house shall come and tell the priest, saying, 'There seems to me to be some sort of plague in the house.'",3147,1,92.3076923076923,23.809523809523807,v2,,,,,,,,4267,20.187090739008422,74.27260237532901,68.97831102950951,68.77001714083248,3.2178921415566166,4.561526992666999,4.1041855709002935,6.594514441843389,9.682634255941597,8.60042189213952,2024.0,7.0,2024-07-26,22.0,0.0,1.0,1.0,1.0,1,2024-07-26 22:00:37.761953791,2024.0,7.0,2024-07-26,22.0,0.0,1.0,1.0,1.0,63.031,984,24
3148,1722045637.790081,2024-07-26 22:00:37.790085,2024-07-27 02:00:37.790101+00:00,206,32.402442917,6.357545340876805,76.29054409052166,0,2.4271844660194173,2.4271844660194173,LEV,14,36,"The priest shall command that they empty the house, before the priest goes in to examine the plague, that all that is in the house not be made unclean. Afterward the priest shall go in to inspect the house.",3148,1,92.3076923076923,4.854368932038835,v2,,,,,,,,637,88.10102899906454,74.57306147085276,69.12888886737525,68.76785647378507,3.3236242867886956,4.478106529634886,4.106612755366314,6.805978732307546,9.51579332987737,8.60527626107156,2024.0,7.0,2024-07-26,22.0,0.0,1.0,1.0,1.0,1,2024-07-26 22:01:10.192527917,2024.0,7.0,2024-07-26,22.0,1.0,1.0,1.0,1.0,63.036,984,25
3149,1722045670.220343,2024-07-26 22:01:10.220346,2024-07-27 02:01:10.220361+00:00,168,28.424306541,5.910434428986761,70.92521314784113,0,2.9761904761904763,2.9761904761904763,LEV,14,37,"He shall examine the plague; and behold, if the plague is in the walls of the house with hollow streaks, greenish or reddish, and it appears to be deeper than the wall,",3149,1,84.375,5.952380952380952,v2,,,,,,,,1483,72.2731524789523,74.409939950077,69.10225912177582,68.77361400845405,3.2080201939118753,4.479778546756341,4.106618648812802,6.574770546553905,9.51913736412028,8.605288047964534,2024.0,7.0,2024-07-26,22.0,1.0,1.0,1.0,1.0,1,2024-07-26 22:01:38.644652541,2024.0,7.0,2024-07-26,22.0,1.0,1.0,1.0,1.0,63.038,984,26
3150,1722045698.6755571,2024-07-26 22:01:38.675560,2024-07-27 02:01:38.675576+00:00,101,18.192805625,5.551645088826151,66.61974106591381,0,9.9009900990099,8.910891089108912,LEV,14,38,"then the priest shall go out of the house to the door of the house, and shut up the house seven days.",3150,1,90.9090909090909,18.81188118811881,v2,,,,,,,,2354,55.97754911131899,73.4073199949459,69.08630706345188,68.76384320693654,3.8542113436390926,4.504371328615172,4.114723088289006,7.96616274699844,9.578223917936953,8.622487025926846,2024.0,7.0,2024-07-26,22.0,1.0,1.0,1.0,1.0,1,2024-07-26 22:01:56.868365625,2024.0,7.0,2024-07-26,22.0,1.0,1.0,1.0,1.0,63.039,984,27
3151,1722045717.2485812,2024-07-26 22:01:57.248584,2024-07-27 02:01:57.248598+00:00,109,18.013231958,6.051107333439469,72.61328800127363,0,6.422018348623853,6.422018348623853,LEV,14,39,"The priest shall come again on the seventh day, and look. If the plague has spread in the walls of the house,",3151,1,95.45454545454544,12.844036697247708,v2,,,,,,,,1171,78.11038353601496,72.1546155783605,69.11699583531653,68.78064070616415,4.359426877131615,4.513969663361915,4.115084500577025,8.976593813983486,9.597420587430438,8.623209850502883,2024.0,7.0,2024-07-26,22.0,1.0,1.0,1.0,1.0,1,2024-07-26 22:02:15.261815958,2024.0,7.0,2024-07-26,22.0,2.0,1.0,1.0,1.0,63.042,984,28
3152,1722045735.287294,2024-07-26 22:02:15.287298,2024-07-27 02:02:15.287315+00:00,140,21.117807667,6.629476042571062,79.55371251085273,0,4.285714285714286,4.285714285714286,LEV,14,40,"then the priest shall command that they take out the stones in which is the plague, and cast them into an unclean place outside of the city.",3152,1,88.88888888888889,8.571428571428571,v2,,,,,,,,330,93.844714686623,73.02558006907036,69.17593170063435,68.785762025435,4.683831639036377,4.535321429874972,4.119370214862739,9.625403337793008,9.640124120456552,8.63178127907431,2024.0,7.0,2024-07-26,22.0,2.0,1.0,1.0,1.0,1,2024-07-26 22:02:36.405105667,2024.0,7.0,2024-07-26,22.0,2.0,1.0,1.0,1.0,63.047,984,29
